toolId,Estado propuesto,Publicar ahora,Resolución,Motivo,Criterio para activar,Nota,Requiere verificación contra HEAD
excelToCsv,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
excelToJson,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
jsonToExcel,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
csvToJson,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
jsonToCsv,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
xmlToJson,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
jsonToXml,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
mergeExcel,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
splitExcel,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
compareExcel,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
xlsToXlsx,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
xlsxToOds,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
odsToXlsx,certified,Sí,enabled,Modo Excel form-first con vista tabular editable, tipos explícitos, errores por fila y reapertura de salida. Certificada por harness tests/gate-e2e-spreadsheet-tools.mjs (2026-08-07): 197/197 (vista editable, tipos detectados, badge de errores, edicion de celda/fila, reapertura de salida, errores por toast, sin red externa, cero errores de consola). Fix de reapertura en js/modes/excel.js (state._lastResult guarda f.blob).,No
rotatePdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
deletePagesPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
reversePagesPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
duplicatePagesPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
insertBlankPagesPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
editMetadataPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
compressPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
interleavePdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
cropPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
resizePdfPages,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
nUpPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
splitDoublePdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
bookletPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
watermarkPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
addPageNumbersPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
addHeaderFooterPdf,certified,Sí,enabled,"Necesita workspace de páginas, motor no soportado, OCR revisable o validación de seguridad.","Vista de páginas legible, controles móviles/teclado, historial y validación semántica del PDF reabierto.",Certificada por harness: pdf-family-evidence.,No
unzipFile,certified,Sí,enabled,Herramienta de alcance limitado que puede certificarse sin promesas de fidelidad no demostradas.,"Procesa un fixture real, genera archivo no vacío, se reabre y conserva la semántica prometida.","Extraccion ZIP con limites por UI real. Certificada por harness tests/gate-e2e-file-family-tools.mjs (2026-08-10): 73/73 (boton segun tipo, descargas, round-trip cifrado/descifrado AES-GCM, negativo .toolistoenc, sin red externa, cero errores de consola). Fix de UI: renderAdvancedControls en app.js. Evidencia: TLT-certify-file-family-extra-evidence.json.",No
createZipAdvanced,certified,Sí,enabled,Herramienta de alcance limitado que puede certificarse sin promesas de fidelidad no demostradas.,"Procesa un fixture real, genera archivo no vacío, se reabre y conserva la semántica prometida.","Creacion ZIP (renombrada Crear ZIP). Certificada por harness tests/gate-e2e-file-family-tools.mjs (2026-08-10): 73/73 (boton segun tipo, descargas, round-trip cifrado/descifrado AES-GCM, negativo .toolistoenc, sin red externa, cero errores de consola). Fix de UI: renderAdvancedControls en app.js. Evidencia: TLT-certify-file-family-extra-evidence.json.",No
zipRepair,certified,Sí,enabled,"Necesita manifiesto, checksum, recuperación explícita y verificación de integridad.","Manifiesto, checksum y reconstrucción exacta comprobada.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
fileSplit,certified,Sí,enabled,"Necesita manifiesto, checksum, recuperación explícita y verificación de integridad.","Manifiesto, checksum y reconstrucción exacta comprobada.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
fileJoin,certified,Sí,enabled,"Necesita manifiesto, checksum, recuperación explícita y verificación de integridad.","Manifiesto, checksum y reconstrucción exacta comprobada.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
checksumFile,certified,Sí,enabled,Herramienta de alcance limitado que puede certificarse sin promesas de fidelidad no demostradas.,"Procesa un fixture real, genera archivo no vacío, se reabre y conserva la semántica prometida.","Calculo de hash SHA-256 por UI real. Certificada por harness tests/gate-e2e-file-family-tools.mjs (2026-08-10): 73/73 (boton segun tipo, descargas, round-trip cifrado/descifrado AES-GCM, negativo .toolistoenc, sin red externa, cero errores de consola). Fix de UI: renderAdvancedControls en app.js. Evidencia: TLT-certify-file-family-extra-evidence.json.",No
fileInspector,certified,Sí,enabled,Herramienta de alcance limitado que puede certificarse sin promesas de fidelidad no demostradas.,"Procesa un fixture real, genera archivo no vacío, se reabre y conserva la semántica prometida.","Inspeccion de firma/tipo por UI real. Certificada por harness tests/gate-e2e-file-family-tools.mjs (2026-08-10): 73/73 (boton segun tipo, descargas, round-trip cifrado/descifrado AES-GCM, negativo .toolistoenc, sin red externa, cero errores de consola). Fix de UI: renderAdvancedControls en app.js. Evidencia: TLT-certify-file-family-extra-evidence.json.",No
pdfEncryptAdvanced,certified,Sí,enabled,"PDFLib no implementa el security handler estándar; motor propio js/security/pdf-encryptor.js (ISO 32000-1 §7.6) añade la capa de serialización con cifrado real RC4-128/AES-128.","El PDF protegido requiere la contraseña para abrir (pdf.js rechaza sin ella y con la incorrecta); con la contraseña correcta recupera texto y metadatos; el contenido sensible no queda en claro; cero errores de consola.","Certificada por harness tests/gate-e2e-pdf-encrypt.mjs (2026-08-10): 35/35 (escenario A con userPassword y permisos, escenario B con apertura libre y /Encrypt presente, robustez del motor). Evidencia: TLT-certify-pdf-encrypt-evidence.json.",No
qrGenerate,certified,Sí,enabled,"Necesita flujo sin archivo, vista previa, validación y lectura visual corregible.","Formulario primero, vista previa, validación estándar y resultado comprobado.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
qrWifi,certified,Sí,enabled,"Necesita flujo sin archivo, vista previa, validación y lectura visual corregible.","Formulario primero, vista previa, validación estándar y resultado comprobado.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
qrVcard,certified,Sí,enabled,"Necesita flujo sin archivo, vista previa, validación y lectura visual corregible.","Formulario primero, vista previa, validación estándar y resultado comprobado.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
barcodeGenerate,certified,Sí,enabled,"Necesita flujo sin archivo, vista previa, validación y lectura visual corregible.","Formulario primero, vista previa, validación estándar y resultado comprobado.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
qrReadFromImage,certified,Sí,enabled,"Necesita flujo sin archivo, vista previa, validación y lectura visual corregible.","Formulario primero, vista previa, validación estándar y resultado comprobado.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
barcodeReadFromImage,certified,Sí,enabled,"Necesita flujo sin archivo, vista previa, validación y lectura visual corregible.","Formulario primero, vista previa, validación estándar y resultado comprobado.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
qrBatchFromCsv,certified,Sí,enabled,"Necesita flujo sin archivo, vista previa, validación y lectura visual corregible.","Formulario primero, vista previa, validación estándar y resultado comprobado.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
colorPicker,certified,Sí,enabled,"Editor visual de punto con HEX/RGB/HSL, vista ampliada y botones de copiado; sin descarga (análisis interactivo).","Selector de punto real sobre la imagen, coordenadas escaladas a la original, HSL correcto, copiar HEX/RGB/HSL y resumen de resultado.",Verificado por harness tests/verify-image-family.mjs (2026-08-04). Certificada por harness: image-family-evidence.,No
imageCompare,certified,Sí,enabled,"Comparador visual con deslizador, alternancia, superposición y diferencia visual; solo visual, sin descarga.","Cuatro modos funcionando, sin deformar las imágenes, umbral configurable, stats de píxeles diferentes en el resumen.",Verificado por harness tests/verify-image-family.mjs (2026-08-04). Certificada por harness: image-family-evidence.,No
pdfPageCounter,certified,Sí,enabled,Herramienta de alcance limitado que puede certificarse sin promesas de fidelidad no demostradas.,"Procesa un fixture real, genera archivo no vacío, se reabre y conserva la semántica prometida.","Conteo de paginas y dimensiones por pagina de un PDF real. Certificada por harness tests/gate-e2e-docs-extras.mjs (2026-08-10): 41/41 (boton deshabilitado/habilitado segun tipo, descarga .txt, texto y parrafos verificados, negativo con TXT, sin red externa, cero errores de consola). Evidencia: TLT-certify-docs-extras-evidence.json.",No
enhanceScannedDocument,certified,Sí,enabled,"Necesita editor visual, comparación, corrección manual, seguridad de censura o validación de salida.","Editor visual accesible, móvil, deshacer/rehacer, vista previa fiel y reapertura del resultado.",Certificada por harness: image-family-evidence.,No
cameraDocumentScanner,certified,Sí,enabled,Verificada por harness tests/gate-e2e-pdf-misc-tools.mjs (2026-08-06): suite 8 herramientas 62/62 (0 fallos) con fixtures PDF/JPEG/PNG reales generados en el navegador.,"Imagen de cámara procesada, brillo ajustado y salida JPEG/PNG conservando dimensiones.",Brillo aumentado verificado por píxeles; selector de formato JPEG/PNG funcionando (fix id en la UI). Certificada por harness: pdf-misc-evidence.,No
pdfTablesToExcel,certified,Sí,enabled,Verificada por harness tests/gate-e2e-pdf-misc-tools.mjs (2026-08-06): suite 8 herramientas 62/62 (0 fallos) con fixtures PDF/JPEG/PNG reales generados en el navegador.,"Tablas extraídas de PDF a XLSX/CSV (6 filas; mejor esfuerzo, puede requerir ajuste manual).",Selector de formato XLSX/CSV funcionando (fix id en la UI). Certificada por harness: pdf-misc-evidence.,No
imageTableToExcel,certified,Sí,enabled,Verificada por harness tests/gate-e2e-pdf-misc-tools.mjs (2026-08-06): suite 8 herramientas 62/62 (0 fallos) con fixtures PDF/JPEG/PNG reales generados en el navegador.,"Tabla detectada por OCR de imagen y exportada a XLSX (3 filas, cabecera Nombre/Cantidad).",Selector de idioma funcionando (fix id en la UI); OCR reconoce cabecera y filas de datos. Certificada por harness: pdf-misc-evidence.,No
convertAudio,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,"Conversión real MP3 y OGG desde WAV validada por magic bytes, streams (audio sin video) y duración ~1.4s.",Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
trimAudio,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,Recorte 0.3→0.9s a MP3 validado por duración ~0.6s (branch encode añadido).,Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
mergeAudio,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,Unión WAV+WAV a MP3 validada por duración ~2.8s (branch concat filter añadido).,Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
compressVideo,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,"WebM→MP4 con calidad baja validado por magic, streams (video+audio) y duración ~1.4s.",Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
trimVideo,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,Recorte 0.3→1.0s a MP4 validado por duración ~0.7s (branch encode añadido).,Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
mergeVideos,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,Unión WebM+WebM a MP4 validada por duración ~2.8s (branch encode añadido).,Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
videoToGif,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,"GIF 160px/10FPS validado por magic, streams (video sin audio) y duración ~0.8s.",Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
extractAudioFromVideo,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,Extracción a MP3 desde WebM con pista de audio validada por magic y streams.,Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
removeAudioFromVideo,certified,Sí,enabled,Verificada por harness tests/gate-e2e-av-tools.mjs (2026-08-06): suite 9 herramientas 47/47 (0 fallos) con fixtures WAV/WebM generados con FFmpeg real (lavfi) en el navegador y validación de magic bytes + streams/duration del resultado descargado con FFmpeg.,WebM sin audio (copy) y MP4 sin audio (encode) validados por streams.,Fix: app.js mapea ids de control (audioOutputFormat/trimAudioStart/…) a las opciones reales de los procesadores (outputFormat/startTime/…); engine-loader absolutiza el import() dinámico (script clásico resolvía contra vendor/js/ y 404); getExt definido en tool-processors.js; branches de re-codificación añadidos en trimAudio/mergeAudio/trimVideo/mergeVideos/removeAudioFromVideo cuando el contenedor de salida cambia (antes -c copy generaba archivo vacío). Evidencia: artifacts/deep-audit/toolisto/TLT-certify-av-evidence.json Certificada por harness: av-evidence.,No
inspectFileMetadata,certified,Sí,enabled,Herramienta de alcance limitado que puede certificarse sin promesas de fidelidad no demostradas.,"Procesa un fixture real, genera archivo no vacío, se reabre y conserva la semántica prometida.","Lectura de propiedades y hash por UI real. Certificada por harness tests/gate-e2e-file-family-tools.mjs (2026-08-10): 73/73 (boton segun tipo, descargas, round-trip cifrado/descifrado AES-GCM, negativo .toolistoenc, sin red externa, cero errores de consola). Fix de UI: renderAdvancedControls en app.js. Evidencia: TLT-certify-file-family-extra-evidence.json.",No
encryptDecryptFile,certified,Sí,enabled,Herramienta de alcance limitado que puede certificarse sin promesas de fidelidad no demostradas.,"Procesa un fixture real, genera archivo no vacío, se reabre y conserva la semántica prometida.","AES-GCM local round-trip por la UI real. Certificada por harness tests/gate-e2e-file-family-tools.mjs (2026-08-10): 73/73 (boton segun tipo, descargas, round-trip cifrado/descifrado AES-GCM, negativo .toolistoenc, sin red externa, cero errores de consola). Fix de UI: renderAdvancedControls en app.js. Evidencia: TLT-certify-file-family-extra-evidence.json.",No
photoLocationExtractor,certified,Sí,enabled,Verificada por harness tests/gate-e2e-pdf-misc-tools.mjs (2026-08-06): suite 8 herramientas 62/62 (0 fallos) con fixtures PDF/JPEG/PNG reales generados en el navegador.,"Metadatos EXIF: GPS lat/lng (33° S, 70° W), url_mapa, cámara y fecha_hora.",Fix readIfdEntries (hoisting de var count) en js/metadata/photo-location.js; fixture JPEG con EXIF GPS completo (IFD0→Exif→GPS). Certificada por harness: pdf-misc-evidence.,No
simpleCalculator,certified,Sí,enabled,El flujo genérico exige archivos; deben ser aplicaciones de formulario independientes.,"Abren sin carga de archivo, teclado completo, errores y accesibilidad.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
scientificCalculator,certified,Sí,enabled,El flujo genérico exige archivos; deben ser aplicaciones de formulario independientes.,"Abren sin carga de archivo, teclado completo, errores y accesibilidad.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
textToUnicodeBraille,certified,Sí,enabled,"Necesita asistente de estructura, metadatos o alcance lingüístico claramente validado.","Vista previa, corrección de estructura y salida validada.",Verificado por harness tests/verify-115-tools.mjs (222 checks 0 fallos; 2026-08-04). SIN harness E2E dedicado (solo cobertura estructural).,Sí
formatDocumentApa7,certified,Sí,enabled,Verificada por harness tests/gate-e2e-pdf-misc-tools.mjs (2026-08-06): suite 8 herramientas 62/62 (0 fallos) con fixtures PDF/JPEG/PNG reales generados en el navegador.,"DOCX APA 7 con título, autor, afiliación, resumen, abstract y palabras clave.",Fix Times New Roman → Arial (prohibido en AGENTS.md); controles del documento visibles en la UI (fix htmlByTool). Certificada por harness: pdf-misc-evidence.,No
